2022-06-14,      0.0, None
2022-08-25,     None, 1
2022-08-26,     None, 0
2022-08-30,     None, 1
2022-08-31,     None, 0
2022-08-31,       77, None
2022-09-01,     None, 0
2022-09-23,     None, 1
2022-09-24,     None, 0
2022-09-25,     None, 0
2022-10-07,     None, 1.0
